dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.3|Лично я считаю, что лучше напасть на {s8}, но наш главнокомандующий, {s10}, считает, что это {s9}
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.4|Лично я считаю, что лучше оборонять {s8} вместо {s9}.
dlga_lord_strategy_follow_evaluation:lord_talk|Что-нибудь еще?
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.5|Эта стратегия кажется мне разумной.
dlga_lord_strategy_follow_up:lord_strategy_why_not|Если вы атакуете, то почему не...
dlga_lord_strategy_follow_up:lord_talk_ask_something_again|Понятно...
dlga_lord_strategy_follow_up:lord_talk_replace_marshal|Так вы хотите сказать, что {s4} не должен оставаться главнокомандующим?
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again|Надеюсь, что наше государство решит вопрос с {s4} до того, как мы начнем обсуждать отставку главнокомандующего.
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again.1|Да. Моя позиция по этому вопросу совершенно ясна. Полагаю, что {s4} должен стать главнокомандующим вместо {s5}.
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again.2|Я определюсь с решением и без ваших подсказок, {сударь/миледи}.
dlga_lord_talk_replace_marshal:lord_talk_replace_marshal_decision|Хмм...
dlga_lord_talk_replace_marshal_decision:lord_talk_ask_something_again|Полагаю, что да. А то уже хотелось сказать, что мной поддерживается {s15}. Хорошо, что мы с вами это обсудили, и теперь я знаю, что мы одного мнения по этому поводу.
dlga_lord_talk_replace_marshal_decision:lord_talk_ask_something_again.1|Не обязательно. {s4} и я можем иметь разное мнение по поводу стратегии, но это не значит, что я стремлюсь к его отставке.
dlga_lord_strategy_why_not:lord_strategy_why_not_select|Да?
dlga_lord_strategy_why_not_select:lord_talk_ask_something_again|Ничего
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason|...продолжение атаки на {s4}?
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason.1|...защита {s4}?
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason.2|...нападение на {s4}?
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat|{s9}
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat.1|Наш главнокомандующий {s11} полагает, что {s8} {s9}{s10}
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat.2|Мы можем пойти туда. {s7} Однако, {s5} {s3} {s4}. {s6} {s8}.
dlga_lord_talk_why_not_repeat:lord_strategy_why_not_select|У вас были похожие вопросы? Почему мы не...
dlga_lord_talk_ask_marriage_1:lord_pretalk|Не принимайте мой ответ близко к сердцу, но у меня как у монарха есть другие планы на моих детей.
dlga_lord_talk_ask_marriage_1:lord_pretalk.1|Чтобы союз был надежным, вы можете закрепить его браком. К сожалению, в моем доме нет девушек на выданье.
dlga_lord_talk_ask_marriage_1:lord_courtship_pre_permission|{s15}
dlga_lord_talk_ask_marriage_1:lord_marriage_proposal_female_pc_confirm|Вы что, предлагаете нам пожениться?
dlga_lord_courtship_pre_permission:lord_courtship_permission|Могу ли я предложить себя в качестве жениха?
dlga_lord_courtship_pre_permission:lord_marriage_permission_engagement_date|ЧИТ - Заключить помолвку
dlga_lord_courtship_pre_permission:lord_pretalk|Не берите в голову.
dlga_lord_marriage_proposal_female_pc_confirm:lord_marriage_proposal_female_pc_reax|Да, таково мое предложение.
dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk|Нет. Думаю, вы неправильно меня поняли.
dlga_lord_marriage_proposal_female_pc_reax:lord_pretalk|{s14}
dlga_lord_marriage_proposal_female_pc_reax:lord_marriage_proposal_female_pc_next_step|{s14}
dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_4|Полагаю, теперь мне следует отправить послание вашей семье, чтобы они разрешили вам выйти замуж. Впрочем, мне кажется, вы вправе принимать собственные решения.
dlga_lord_marriage_proposal_female_pc_next_step_4:lord_marriage_proposal_female_pc_next_step_5|Вы совершенно правы.
dlga_lord_marriage_proposal_female_pc_next_step_5:lord_marriage_proposal_female_pc_confirm_engagement|Прекрасно. Раз у нас нет причин откладывать свадьбу, стоит ли нам подумать о помолвке? Я созову гостей на пир, и вы с женихом сможете обменяться клятвами перед лицом знати. Если пожелаете...
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_yes|Да, пожелаю.
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_no|Вообще-то, мне надо подумать.
dlga_lord_marriage_proposal_female_pc_confirm_engagement_yes:close_window|Очень хорошо. Будем надеяться, что через месяц с небольшим вы сможете сочетаться. {s12}
dlga_lord_marriage_proposal_female_pc_confirm_engagement_no:close_window|Конечно, милая. Думайте, сколько сочтете нужным.
dlga_lord_talk:party_encounter_lord_hostile_ultimatum_surrender|Я дважды не повторяю, {s4}! Сдавайтесь или умрете!
dlga_party_encounter_lord_hostile_ultimatum_surrender:close_window|{s43}
dlga_lord_talk:lord_predemand|Я здесь, чтобы передать вам свои требования!
dlga_lord_predemand:lord_demand|А? Чего вы хотите?
dlga_lord_demand:lord_ultimatum_surrender|Я предлагаю вам единственный шанс - сдавайтесь, или вы умрете.
dlga_lord_ultimatum_surrender:lord_attack_verify|{s43}
dlga_lord_attack_verify:lord_attack_verify_cancel|Простите господин. Я не знаю, что на меня нашло.
dlga_lord_attack_verify_cancel:close_window|Тогда убирайтесь.
dlga_lord_attack_verify:lord_attack_verify_commit|Это не ваше дело! Готовьтесь к бою!
dlga_lord_ultimatum_surrender:lord_attack_verify_b|{s43}
dlga_lord_attack_verify_b:lord_attack_verify_cancel|Простите меня, повелитель. Я не знаю, как так получилось.
dlga_lord_attack_verify_b:lord_attack_verify_commit|Я не изменю решения. Готовьтесь к бою!
dlga_lord_attack_verify_commit:close_window|{s43}
dlga_lord_demand:lord_pretalk|Простите меня. Ничего не случилось.
dlga_lord_talk:liege_defends_claim_1|В странствиях мне повстречался человек по имени {s45}...
dlga_liege_defends_claim_1:liege_defends_claim_2|Да вы что? Не каждый рискнет упомянуть это имя в моем присутствии. Даже не знаю, наградить ли вас за смелость или наказать за дерзость.
dlga_liege_defends_claim_2:liege_defends_claim_3|Ладно. Я удовлетворю ваше любопытство. Но слушайте внимательно, потому что повторять я не стану.
dlga_liege_defends_claim_3:liege_defends_claim_4|{s48}
dlga_liege_defends_claim_4:lord_talk|{s48}
dlga_lord_join_rebellion_suggest_cheat:lord_join_rebellion_ask_for_order|Чит: Хорошо.
dlga_lord_talk:lord_prison_break_chains|Я здесь, чтобы вызволить вас отсюда!
dlga_lord_prison_break_chains:close_window|Хвала небесам, вы пришли! Но я не смогу уйти отсюда с цепями на ногах. Попытайтесь забрать ключ у стражника.
dlga_lord_tell_objective:lord_pretalk|Что я делаю? Сами-то как думаете? Я тут в плену сижу!
dlga_lord_tell_objective:lord_pretalk.1|В настоящий момент я никем не командую.
dlga_lord_tell_objective:lord_pretalk.2|Мы отдыхаем в {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.3|Мы направляемся в {s1}. {s14}{s15}
dlga_lord_tell_objective_2:lord_pretalk|Я направляюсь в окрестности {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.4|Мы набираем новых бойцов в {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.5|Мы ищем врагов в окрестностях {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.6|Мы разоряем деревню {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.7|Мы отступаем в {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.8|Мы осаждаем {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.9|Мы сражаемся против {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.10|Я прикрываю наступление {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.11|Мы сопровождаем {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_talk_ask_about_strategy|Я веду армию государства.
dlga_lord_tell_objective:lord_pretalk.12|Мы обдумываем нашу следующую цель.
dlga_lord_tell_objective:lord_pretalk.13|Я не знаю: {reg1} {s1} (ОШИБКА)
dlga_lord_talk:lord_ask_follow|Пойдете со мной? У меня есть план.
dlga_lord_ask_follow:close_window|Я наслаждаюсь вашим обществом, {playername}, но у меня есть другие важные дела. Может быть, через несколько дней я смогу вновь к вам присоединиться.
dlga_lord_ask_follow:close_window.1|Вряд ли стоит это делать, {playername}. Почему бы вам вместо этого не последовать за мной?
dlga_lord_ask_follow:close_window.2|{s43}
dlga_lord_ask_follow:close_window.3|Показывайте, куда ехать, {playername}! Принесем же смерть и разорение всем нашим врагам!
dlga_lord_talk_preoffer:lord_talk_offer|Да?
dlga_lord_talk_offer:knight_offer_join|Я хочу выкупить одного из ваших пленников.
dlga_lord_talk_offer:lord_pretalk|Не важно.
dlga_knight_offer_join:hero_pretalk|Боюсь, что не могу присоединиться к вам сейчас, {playername} - у меня есть важные дела, которые не терпят отлагательства.
dlga_knight_offer_join:hero_pretalk.1|Вы забываетесь, {господин/госпожа}. От таких, как вы, я приказов не принимаю.
dlga_knight_offer_join:knight_offer_join_2|Я с удовольствием сражался бы на вашей стороне, друг мой, но есть одна проблема... Дело в том, что я оказался в долгах, и долг в {reg6} динар мне придется выплатить совсем скоро. Для меня дело чести выплатить все в срок и до последней монеты. Если у вас нет {reg6} динар, мне придется самому позаботиться о том, чтобы снять этот груз со своих плеч.
dlga_knight_offer_join:close_window|Присоединиться к вам? Думаю, что нет.
dlga_knight_offer_join:knight_offer_join_2.1|Да, друг мой, я с радостью к вам присоединюсь.
dlga_knight_offer_join_2:knight_offer_join_accept|Вот, возьмите, кошель с {reg6} динар. Это всего-навсего деньги...
dlga_knight_offer_join_2:knight_offer_join_accept.1|Тогда едем вместе, друг мой!
dlga_knight_offer_join_2:close_window|Хорошо. Я об этом подумаю.
dlga_knight_offer_join_2:hero_pretalk|Хорошо. Я об этом подумаю.
dlga_knight_offer_join_accept:knight_offer_join_accept_party|В моем отряде есть верные люди, которые могли бы вам пригодиться. Как быть с ними?
dlga_knight_offer_join_accept:close_window|Да, конечно, было бы весело!
dlga_knight_offer_join_accept_party:knight_join_party_disband|Вы можете распустить своих людей. Мне не нужны дополнительные войска.
dlga_knight_offer_join_accept_party:knight_join_party_join|Ваши люди могут тоже присоединиться. Нам нужен каждый воин, которого мы можем взять.
dlga_knight_offer_join_accept_party:knight_join_party_lead_out|Выводите своих людей из города. Я догоню вас по дороге.
dlga_knight_offer_join_accept_party:knight_join_party_lead_out.1|Продолжайте заниматься своими делами. Я найду вас позже.
dlga_knight_join_party_disband:close_window|Эх... Ладно, {playername}. Очень мне не нравится терять хороших людей, но решение остается за вами. Я распущу свои войска и присоединюсь к вам.
dlga_knight_join_party_join:close_window|Отлично. Мы с моими ребятами поскачем с вами.
dlga_knight_join_party_lead_out:close_window|Ладно. Я пока осмотрю окрестности. Возвращайтесь, если у вас будут для меня другие приказы.
dlga_lord_enter_service_reject:close_window|Действительно... Тогда вы предлагали вассальную клятву, чтобы только протянуть время? Прекрасно - у вас будет время подумать, но если вы играете со мной, то это не пойдет на пользу вашей репутации.
dlga_lord_give_oath_give_up:close_window|Действительно... Тогда вы предлагали вассальную клятву, чтобы только купить время? Прекрасно - у вас будет время подумать, но если вы играете со мной, то это не пойдет на пользу вашей репутации.
dlga_lord_enter_service_reject:close_window.1|Что за гадость! Подумать только, и я собирался предложить вам место среди своих дворян! Прочь, нищее убожество, пока я не потерял терпения!
dlga_lord_ask_enter_service:lord_give_oath_under_oath_already|{s5} уже связал вас клятвой, разве не так?
dlga_lord_give_oath_under_oath_already:lord_pretalk|Именно так, {s65}. Простите меня.
dlga_lord_ask_enter_service:lord_pretalk|Я принимаю клятвы только от тех, кто может сдержать их, {playername}.
dlga_lord_ask_enter_service:lord_ask_enter_service_female_2|Моя госпожа, в вас видны задатки прекрасного военачальника. Для женщины Кальрадии это крайне необычно, однако такие случаи уже имели место. Благородные дамы иногда брали на себя командование войсками, когда их отцы или мужья были убиты, либо попадали в плен.
dlga_lord_ask_enter_service_female_2:lord_ask_enter_service_female_response|Правда, мне никогда не доводилось слышать о женщине, получившей от короля надел не в виду заслуг, а потому что монарху был нужен еще один вассал. Сделай я так, мужи всей Кальрадии придут в смятение. Люди скажут, что меня очаровали или заколдовали. А потому, как ни жаль, я не могу даровать вам земли.
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_capture|А что если я силой захвачу замки одного из ваших врагов?
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_marriage|А что если я выйду замуж за вашего вассала?
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_competitor|Может, один из ваших соперников окажется более благоразумен.
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service|Я все равно буду сражаться за вас, с наделом или без.
dlga_lord_ask_enter_service_female_response:lord_pretalk|Тогда забудем.
dlga_lord_ask_enter_service_female_solution_marriage:lord_ask_enter_service_female_response|В этом случае я все равно не смогу даровать вам земли. Впрочем, вы с легкостью сможете заняться собственностью мужа, если он позволит вам действовать от своего имени. У вас еще есть вопросы?
dlga_lord_ask_enter_service_female_solution_competitor:lord_ask_enter_service_female_response|Возможно, положение какого-нибудь монарха столь плачевно, что вам удастся что-то получить. С другой стороны, у таких правителей обычно очень немного земли. У вас еще есть вопросы?
dlga_lord_ask_enter_service_female_solution_capture:lord_ask_enter_service_female_response|В таком случае, при благоприятных обстоятельствах, я мог бы согласиться оставить их вам. У вас еще есть вопросы?
dlga_lord_ask_enter_service:lord_give_oath_1|Вы известны как смелый воин и хороший командир, {playername}. Я буду рад принять вас на службу и стать вашим сеньором, если вы готовы принести мне вассальную клятву.
dlga_lord_ask_enter_service:lord_pretalk.1|Вы должны проявить себя как толковый командир, {playername}. Обагрите свой меч кровью моих врагов и докажите, что вы достойны стать моим вассалом. Тогда и поговорим.
dlga_lord_give_oath_1:lord_give_oath_2|Хорошо, {s65}.
dlga_lord_give_oath_1:lord_give_oath_give_up|Простите, {s65}, мне нужно сначала все хорошенько обдумать...
dlga_lord_give_oath_give_up:lord_pretalk|Конечно, милая. Думайте, сколько сочтете нужным.
dlga_lord_give_oath_give_up:close_window.1|Что это за игры, {playername}? Идите и решайте, и хватит тратить мое время попусту.
dlga_lord_give_oath_2:lord_give_oath_3|Хорошо. Тогда повторяйте слова клятвы вслед за мной: "Клянусь хранить верность вам, законному правителю, коим является {s41}".
dlga_lord_give_oath_3:lord_give_oath_4|Я обязуюсь хранить верность вам, как законному правителю, коим является {s41}.
dlga_lord_give_oath_3:lord_give_oath_give_up|Простите меня, {reg65?моя госпожа:мой господин}. Я чувствую, что мне нужно обдумать все это.
dlga_lord_give_oath_4:lord_give_oath_5|Я буду верно следовать за вами, пока не оборвется моя жизнь...
dlga_lord_give_oath_5:lord_give_oath_6|Я буду верно следовать за вами, пока не оборвется моя жизнь...
dlga_lord_give_oath_5:lord_give_oath_give_up|{reg65?Моя госпожа:Мой господин}, могу я попросить дать мне немного времени на раздумья?
dlga_lord_give_oath_6:lord_give_oath_7|... и буду сражаться с врагами вашими, если вам понадобится мой меч.
dlga_lord_give_oath_7:lord_give_oath_8|... и буду сражаться с врагами вашими, если вам потребуется мой меч.
dlga_lord_give_oath_7:lord_give_oath_give_up|{reg65?Моя госпожа:Мой господин}, дайте мне, пожалуйста, еще немного времени на раздумья.
dlga_lord_give_oath_8:lord_give_oath_9|И, наконец, я буду поддерживать ваши законные притязания и таковые же - ваших законных наследников.
dlga_lord_give_oath_9:lord_give_oath_10|И, наконец, я буду поддерживать ваши законные притязания и таковые же - ваших законных наследников.
dlga_lord_give_oath_9:lord_give_oath_give_up|{reg65?Моя госпожа:Мой господин}, мне нужно еще время, чтобы все обдумать.
dlga_lord_give_oath_10:lord_give_oath_go_on_2|Отлично. Вы принесли мне клятву верности, {playername}. Храните же ее вечно, ревностно и с должной смелостью.
dlga_lord_give_oath_go_on_2:lord_give_oath_go_on_3|Да будет известно, что с сего дня вы мой клятвенник и вассал. Я предоставляю вам свою защиту, дарую вам право поднимать оружие в мою честь и обещаю, что не лишу вас жизни, свободы или собственности, кроме как по законному приговору равных вам, либо по закону и обычаю этой страны.{reg1? Кроме того, я жалую Вам во владение {s1} со всеми его рентами и доходами.:}
dlga_lord_give_oath_go_on_3:lord_give_conclude|Вы поступили мудро, {playername}. Служите мне как следует - и, я обещаю, вы возвыситесь.
dlga_lord_give_conclude:lord_give_conclude_2|{s41}
dlga_lord_give_conclude_2:close_window.1|Да будет так, дорогая. Хотелось бы мне, чтобы все мои вассалы были бы столь же верны и доблестны.
dlga_lord_give_conclude_2:close_window.2|{playername}, я возлагаю на вас большие надежды. Верю, что вы сможете их оправдать.
dlga_lord_ask_enter_service:lord_enter_service_swear|Да, это мудрое решение. Верный мне человек сможет стать богатым и сильным, а наши враги... Что ж, наши враги падут, как пшеница под серпом. Однако, чтобы поступить ко мне на службу, вы должны прежде отринуть все мирские клятвы и узы, и поклясться, что {s5} - ваша жизнь.
dlga_lord_enter_service_swear:lord_enter_service_swear_accepted|Я клянусь в этом, {s65}.
dlga_lord_enter_service_swear:lord_enter_service_swear_denied|Мне нужно обдумать это.
dlga_lord_enter_service_swear_denied:close_window|Вы что, пытаетесь меня одурачить? У меня нет времени на игры, {playername}. Принимайте решение и прекратите тратить мое время.
dlga_lord_enter_service_swear_accepted:lord_enter_service_swear_accepted_2|В таком случае я с удовольствием приветствую вас на службе моему дому. С этого дня, {playername}, вы - боец и защитник {s5} со всеми вытекающими обязанностями и привилегиями.
dlga_lord_enter_service_swear_accepted_2:close_window|Я поручаю вам уничтожать наших врагов, где бы они вам не встретились. Время от времени у меня и у некоторых подвластных мне лордов будут для вас специальные задания. Служите, сражайтесь и оставайтесь верны вашим клятвам. Это поможет вам продвинуться, если вы желаете повышения. Да ниспошлет господь всем нам долгую жизнь и многочисленные победы, которые мы отпразднуем в моем дворце!
dlga_lord_ask_leave_service:lord_ask_leave_service_verify|Гхм. Ваша клятва стала вам обузой, {playername}? Просьба об освобождении от клятвы весьма необычна, но, учитывая вашу беспорочную службу, я не буду держать вас, если вы действительно хотите уйти. Хотя мне вас будет очень не хватать.
dlga_lord_ask_leave_service:lord_ask_leave_service_verify.1|Освободить вас от клятвы? Хмм, пожалуй, это будет даже к лучшему... Однако, {playername}, вы должны быть совершенно уверены в своем желании. Это очень серьезное решение.
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_2|Мне придется пойти на это, {s65}.
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_giveup|Вы правы, {s65}. Мое место - здесь.
dlga_lord_ask_leave_service_giveup:lord_pretalk|Я рад слышать это, {playername}. Я надеюсь, такие недостойные мысли больше не придут вам в голову.
dlga_lord_ask_leave_service_2:lord_ask_leave_service_verify_again|Итак, вы уверены? Также знайте, что если вы покинете мои войска, вы будете должны отдать мне все феоды, что имеете от моего имени.
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_3|Да, {s65}.
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_giveup|Конечно же нет, {s65}. Я ваш верный вассал навечно.
dlga_lord_ask_leave_service_3:lord_ask_leave_service_end|Как пожелаете. Объявляю ваши клятвы недействительными. Вы больше не владеете землей или титулами от моего имени, и я освобождаю вас от обязанностей по отношению к моему дому. Вы свободны, {playername}.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2|Благодарю вас, повелитель. Для меня было честью служить вам.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2.1|Благодарю. Хорошо снова почувствовать себя {свободным/свободной}.
dlga_lord_ask_leave_service_end_2:close_window|Прощайте же, {playername}, и удачи вам.
dlga_lord_active_mission_1:lord_lend_companion_end|О, вы хотите вернуть своего спутника? Понятно...
dlga_lord_active_mission_1:lord_pretalk|{playername}, я вынужден просить вас потерпеть, мне пока еще нужен ваш спутник. Пожалуйста, вернитесь позже, когда я все улажу.
dlga_lord_active_mission_1:lord_active_mission_2|Как там дела, есть хорошие новости?
dlga_lord_active_mission_2:lord_generic_mission_thank|Да. Я привел вам {reg1} пленных, они {s1}.
dlga_lord_active_mission_2:capture_enemy_hero_thank|Да, конечно. Я захватил для вас лорда {s13}.
dlga_capture_enemy_hero_thank:capture_enemy_hero_thank_2|Премного благодарен, друг мой. С ним можно будет провернуть отличную сделку. Спасибо за хорошую работу. Думаю, {reg5} динар за помощь вам будет достаточно.
dlga_capture_enemy_hero_thank_2:lord_pretalk|Конечно, {s65}.
dlga_capture_enemy_hero_thank_2:lord_pretalk.1|Мне это ничего не стоило.
dlga_capture_enemy_hero_thank_2:lord_pretalk.2|В следующий раз давайте задание посложнее.
dlga_lord_active_mission_2:lord_raise_troops_thank|Да. Мною обучены {reg1} человек до {s13}. Можете их забрать.
dlga_lord_raise_troops_thank:lord_raise_troops_thank_2|Эти люди должны обратить ситуацию в мою пользу, {playername}. Я уверен, что вы их отлично обучили. Примите мои поздравления и благодарность.
dlga_lord_raise_troops_thank_2:lord_pretalk|Теперь они в вашем распоряжении, милорд. Надеюсь, вы хорошо о них позаботитесь.
dlga_lord_active_mission_2:lord_collect_taxes_success|{s3} передает вам налоги в размере {reg19} динар.
dlga_lord_active_mission_2:lord_collect_taxes_half_success|{s3} передает вам налоги в размере {reg19} динар.
dlga_lord_active_mission_2:lord_collect_taxes_fail|К сожалению, там разразился бунт, и мне не удалось получить больше {reg19} динар.
dlga_lord_collect_taxes_success:lord_pretalk|Отличная работа, {playername}, просто отличная! Вы действительно подошли для этого задания как нельзя лучше. Я обещал вам одну пятую часть налогов, то есть, около {reg21} динар. Если вы отдадите мне {reg20}, остальное можете оставить себе. Думаю, что всех это устраивает, а?
dlga_lord_collect_taxes_half_success:lord_pretalk|Что? Вы считаете меня глупцом, {playername}? Это меньше половины всех причитающихся мне денег. Вы и убийцу отпустили бы так же легко, как неплательщика. Что за шутовство! Можете забыть об обещанной награде. Мне будет достаточно {reg20} динар из собранной вами суммы. Благодарите бога, что я человек чести и не стану обирать вас до нитки.
dlga_lord_collect_taxes_fail:lord_pretalk|Боже, в какую отвратительную историю вы нас втравили, {playername}. Все могло бы обернуться очень плохо, если бы я своевременно не вмешался. Надеюсь, вы пришли сюда не за тем, чтобы получить плату. {reg19} динар мне будет достаточно, чтобы не иметь к вам больше претензий. И после этого - никаких общих дел.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_success|{s4} понес заслуженное наказание. Он скрывался в деревне {s3}.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_fail|Боюсь, что он ушел.
dlga_lord_hunt_down_fugitive_success:lord_hunt_down_fugitive_success_2|И всем нам будет лучше без него! Спасибо вам, {playername}, что избавили меня это этой занозы в заднице. Приятно иметь доверенного человека, который может тихо и быстро разобраться со всеми делами. Я обещал вам награду, и вы ее получите. 300 динар, и ни монетой меньше!
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_accept|Спасибо, {s65}. Эти деньги мне пригодятся.
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_reject|Это кровавые деньги, я не могу их принять.
dlga_lord_hunt_down_fugitive_reward_accept:lord_pretalk|Конечно, {playername}. Вот, пожалуйста. Еще раз благодарю вас за то, что {s43} меня больше не потревожит.
dlga_lord_hunt_down_fugitive_reward_reject:lord_pretalk|О, для вас свершившаяся справедливость - уже достаточная награда? Как пожелаете, {playername}, как пожелаете. Очень достойное решение. В любом случае, благодаря вам {s43} меня больше не побеспокоит.
dlga_lord_hunt_down_fugitive_fail:lord_pretalk|Сегодня печальный день, если {s43} вновь избежал карающей руки правосудия. Я думал, вы с этим справитесь, {playername}. Очень жаль, что я ошибся.
dlga_lord_active_mission_2:lord_active_mission_3|Я еще работаю над ним.
dlga_lord_active_mission_2:lord_mission_failed|Боюсь, я не смогу выполнить это задание.
dlga_lord_active_mission_3:lord_pretalk|Хорошо. Помните, я на вас рассчитываю.
dlga_lord_mission_failed:lord_pretalk|{s43}
dlga_lord_suggets_attack_enemy_castle3:lord_pretalk|{s1}? Неплохая идея. Нападение должно быть удачным.
dlga_lord_propose_mercenary:lord_mercenary_service|Видите ли, {playername}, {s10} обязал меня нанять отряд наемников для предстоящей кампании.
dlga_lord_mercenary_service:lord_mercenary_service_reject|Меня это не интересует, спасибо.
dlga_lord_mercenary_service:lord_mercenary_service_accept|Отлично, я присоединюсь к {s9}.
dlga_lord_mercenary_service:lord_mercenary_elaborate_pay|Интересно. Расскажите подробнее.
dlga_lord_mercenary_service_accept:lord_mercenary_service_verify|Превосходно. Конечно, вам придется сделать формальное заявление о верности и дать клятву, что вы и ваш отряд останетесь на службе у {s9}, сроком не менее чем один месяц.
dlga_lord_mercenary_service_verify:lord_mercenary_service_verify_2|Как пожелаете. Ваши враги - мои враги.
dlga_lord_mercenary_service_verify:lord_mercenary_service_reject|Нет, я все же лучше откажусь.
dlga_lord_mercenary_service_verify_2:lord_mercenary_service_accept_3|Вот и хорошо. Вы сделали мудрый выбор, друг мой. {s9} не бедное государство, и вы получите за службу достойное вознаграждение.
dlga_lord_mercenary_service_accept_3:lord_pretalk|А теперь, я предлагаю вам подготовиться к серьезной кампании. Натренируйте и снарядите своих бойцов наилучшим образом и будьте готовы выступить по первому сигналу.
dlga_lord_mercenary_service_reject:lord_pretalk|Мне очень печально слышать это. {s9} - отличное место, будьте уверены.
dlga_lord_mercenary_elaborate_pay:lord_mercenary_elaborate_1|Я могу предложить вам контракт на один месяц. По окончанию этого срока, его можно будет продлевать месяц за месяцем. При подписании контракта вам будет выплачена начальная сумма в размере {reg12} динар. После этого, вы будете получать плату из {s10} динар каждую неделю, в зависимости от количества и качества воинов в вашем отряде. Также, у вас есть права на сбор военных трофеев и спасенных, а также любых захваченных Вами пленных. Война временами бывает очень прибыльной...
dlga_lord_mercenary_service_elaborate_duty:lord_mercenary_elaborate_1|Обязанности? Их немного, и они не тяжелы. Во-первых, открыто заявите о своей преданности. Присягните на верность нашему делу. Затем вы должны будете участвовать в военных кампаниях, исполнять приказы вашего командования, а самое главное - нападать на врагов нашего государства, где бы вы ни столкнулись с ними.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_elaborate_duty|Каковы будут мои обязанности?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_castle|Могу ли я удержать в своем владении замки, которые захвачу?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_banner|Могу ли я вступать в бой под собственным знаменем?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_pay|Сколько вы будете платить мне за службу?
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_accept|Звучит неплохо. Я хочу поступить к вам на службу в качестве наемника.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_reject|Прошу прощения, но мой меч не продается.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1|Только мои верные вассалы могут владеть землями и замками в моем государстве, и все мои вассалы - мужчины.\Я не собираюсь отступать от этой традиции без причины. Проявите себя в бою, и тогда я приму вашу вассальную клятву.\Тогда же поговорим, как вам получить собственный замок.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.1|Хм... Владеть землями и замками могут лишь верные вассалы {s10}. И если короли иногда принимали вассальную клятву от мужей, проявивших себя в бою, и наделяли их землей, то о женщинах, получивших лен и ставших вассалами, я не знаю. Вам лучше обсудить это с {s10}.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.2|В моей стране земли и замки могут получить только мои верные вассалы. Наемникам же я такой чести оказать не могу. Однако прослужив достаточно долго, вы сможете принести мне клятву верности и стать моим вассалом. Тогда вы, без сомнения, получите надел.
